UID,nodeid,datestamp,timestamp,tempF,ppm1,ppm2,ppm3,lat,long,owner,nodeid_name
1400,4,9/14/2021,7:00:00,88,0.002,0.0049,0.00254,47.22133,-93.5099,MDI,MDI_0_6157
1401,4,9/14/2021,8:00:00,82,0.02,0.0004,0.00199,47.22133,-93.5099,MDI,MDI_0_6157
1402,4,9/14/2021,9:00:00,75,0.036,0.0067,0.00144,47.22133,-93.5099,MDI,MDI_0_6157
1403,4,9/14/2021,10:00:00,70,0.022,0.0064,0.00474,47.22133,-93.5099,MDI,MDI_0_6157
1404,4,9/14/2021,11:00:00,68,0.033,0.0012,0.00715,47.22133,-93.5099,MDI,MDI_0_6157
1405,4,9/14/2021,12:00:00,90,0.027,0.0069,0.0023,47.22133,-93.5099,MDI,MDI_0_6157
1406,4,9/14/2021,13:00:00,50,0.073,0.0062,0.00456,47.22133,-93.5099,MDI,MDI_0_6157
1407,4,9/14/2021,14:00:00,90,0.055,0.0057,0.00517,47.22133,-93.5099,MDI,MDI_0_6157
1408,4,9/14/2021,15:00:00,68,0.075,0.0082,0.00009,47.22133,-93.5099,MDI,MDI_0_6157
1409,4,9/14/2021,16:00:00,90,0.026,0.0034,0.00031,47.22133,-93.5099,MDI,MDI_0_6157
1410,4,9/14/2021,17:00:00,71,0.038,0.0033,0.00267,47.22133,-93.5099,MDI,MDI_0_6157
1411,4,9/14/2021,18:00:00,59,0.023,0.0089,0.00834,47.22133,-93.5099,MDI,MDI_0_6157
1412,4,9/14/2021,19:00:00,74,0.031,0.0004,0.00596,47.22133,-93.5099,MDI,MDI_0_6157
1413,4,9/14/2021,20:00:00,75,0.017,0.0038,0.00332,47.22133,-93.5099,MDI,MDI_0_6157
1414,4,9/14/2021,21:00:00,70,0.068,0.0051,0.0009,47.22133,-93.5099,MDI,MDI_0_6157
1415,4,9/14/2021,22:00:00,71,0.006,0.006,0.0066,47.22133,-93.5099,MDI,MDI_0_6157
1416,4,9/14/2021,23:00:00,58,0.044,0.008,0.00486,47.22133,-93.5099,MDI,MDI_0_6157
1417,4,9/15/2021,0:00:00,89,0.007,0.005,0.00475,47.22133,-93.5099,MDI,MDI_0_6157
1418,4,9/15/2021,1:00:00,81,0.025,0.0073,0.00574,47.22133,-93.5099,MDI,MDI_0_6157
1419,4,9/15/2021,2:00:00,89,0.074,0.0029,0.00048,47.22133,-93.5099,MDI,MDI_0_6157
1420,4,9/15/2021,3:00:00,73,0.006,0.0089,0.00667,47.22133,-93.5099,MDI,MDI_0_6157
1421,4,9/15/2021,4:00:00,77,0.006,0.0083,0.00615,47.22133,-93.5099,MDI,MDI_0_6157
1422,4,9/15/2021,5:00:00,50,0.012,0.0016,0.00626,47.22133,-93.5099,MDI,MDI_0_6157
1423,4,9/15/2021,6:00:00,72,0.055,0.0083,0.00758,47.22133,-93.5099,MDI,MDI_0_6157
1424,4,9/15/2021,7:00:00,80,0.033,0.0022,0.00482,47.22133,-93.5099,MDI,MDI_0_6157
1425,4,9/15/2021,8:00:00,63,0.031,0.0015,0.00549,47.22133,-93.5099,MDI,MDI_0_6157
1426,4,9/15/2021,9:00:00,58,0.028,0.0057,0.0014,47.22133,-93.5099,MDI,MDI_0_6157
1427,4,9/15/2021,10:00:00,79,0.052,0.0051,0.00393,47.22133,-93.5099,MDI,MDI_0_6157
1428,4,9/15/2021,11:00:00,86,0.057,0.0026,0.00731,47.22133,-93.5099,MDI,MDI_0_6157
1429,4,9/15/2021,12:00:00,75,0.064,0.0077,0.00634,47.22133,-93.5099,MDI,MDI_0_6157
1430,4,9/15/2021,13:00:00,77,0.051,0.0023,0.00268,47.22133,-93.5099,MDI,MDI_0_6157
1431,4,9/15/2021,14:00:00,62,0.073,0.0003,0.00372,47.22133,-93.5099,MDI,MDI_0_6157
1432,4,9/15/2021,15:00:00,70,0.01,0.0027,0.00787,47.22133,-93.5099,MDI,MDI_0_6157
1433,4,9/15/2021,16:00:00,60,0.043,0.0005,0.0041,47.22133,-93.5099,MDI,MDI_0_6157
1434,4,9/15/2021,17:00:00,74,0.05,0.0039,0.00158,47.22133,-93.5099,MDI,MDI_0_6157
1435,4,9/15/2021,18:00:00,69,0.003,0.0019,0.00844,47.22133,-93.5099,MDI,MDI_0_6157
1436,4,9/15/2021,19:00:00,58,0.04,0.0006,0.00486,47.22133,-93.5099,MDI,MDI_0_6157
1437,4,9/15/2021,20:00:00,50,0.071,0.0016,0.00123,47.22133,-93.5099,MDI,MDI_0_6157
1438,4,9/15/2021,21:00:00,54,0.03,0.0087,0.00517,47.22133,-93.5099,MDI,MDI_0_6157
1439,4,9/15/2021,22:00:00,71,0.06,0.0031,0.00554,47.22133,-93.5099,MDI,MDI_0_6157
1440,4,9/15/2021,23:00:00,53,0.008,0.0084,0.00297,47.22133,-93.5099,MDI,MDI_0_6157
1441,5,9/1/2021,0:00:00,56,0.062,0.0056,0.00318,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1442,5,9/1/2021,1:00:00,90,0.024,0.0046,0.00456,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1443,5,9/1/2021,2:00:00,67,0.07,0.0038,0.00845,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1444,5,9/1/2021,3:00:00,85,0.063,0.006,0.00711,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1445,5,9/1/2021,4:00:00,59,0.064,0.0002,0.00772,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1446,5,9/1/2021,5:00:00,87,0.042,0.007,0.0032,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1447,5,9/1/2021,6:00:00,53,0.052,0.0064,0.00088,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1448,5,9/1/2021,7:00:00,58,0.049,0.0042,0.00075,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1449,5,9/1/2021,8:00:00,77,0.007,0.0008,0.0041,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1450,5,9/1/2021,9:00:00,67,0.065,0.0078,0.00602,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1451,5,9/1/2021,10:00:00,77,0.048,0.0071,0.00899,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1452,5,9/1/2021,11:00:00,73,0.059,0.0036,0.00504,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1453,5,9/1/2021,12:00:00,73,0.022,0.0029,0.00785,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1454,5,9/1/2021,13:00:00,87,0.05,0.0051,0.00417,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1455,5,9/1/2021,14:00:00,53,0.021,0.0035,0.00032,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1456,5,9/1/2021,15:00:00,74,0.058,0.0051,0.00113,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1457,5,9/1/2021,16:00:00,65,0.07,0.0089,0.00614,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1458,5,9/1/2021,17:00:00,59,0.008,0.0041,0.00432,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1459,5,9/1/2021,18:00:00,77,0.021,0.0008,0.00834,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1460,5,9/1/2021,19:00:00,80,0.06,0.0013,0.00629,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1461,5,9/1/2021,20:00:00,79,0.044,0.0069,0.00769,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1462,5,9/1/2021,21:00:00,76,0.073,0.0013,0.00654,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1463,5,9/1/2021,22:00:00,68,0.068,0.0045,0.00534,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1464,5,9/1/2021,23:00:00,88,0.073,0.0006,0.00075,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1465,5,9/2/2021,0:00:00,61,0.003,0.0022,0.00517,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1466,5,9/2/2021,1:00:00,64,0.068,0.0077,0.00556,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1467,5,9/2/2021,2:00:00,86,0.008,0.0083,0.00629,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1468,5,9/2/2021,3:00:00,66,0.012,0.0001,0.00524,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1469,5,9/2/2021,4:00:00,72,0.025,0.004,0.00259,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1470,5,9/2/2021,5:00:00,82,0.038,0.0027,0.00784,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1471,5,9/2/2021,6:00:00,51,0.062,0.0038,0.00683,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1472,5,9/2/2021,7:00:00,67,0.008,0.0065,0.00327,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1473,5,9/2/2021,8:00:00,53,0.041,0.0041,0.00893,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1474,5,9/2/2021,9:00:00,52,0.027,0.0019,0.00599,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1475,5,9/2/2021,10:00:00,56,0.005,0.0049,0.00887,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1476,5,9/2/2021,11:00:00,55,0.054,0.0077,0.00538,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1477,5,9/2/2021,12:00:00,56,0.048,0.0039,0.00478,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1478,5,9/2/2021,13:00:00,77,0.003,0.0031,0.00536,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1479,5,9/2/2021,14:00:00,67,0.002,0.0071,0.00366,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1480,5,9/2/2021,15:00:00,64,0.021,0.0001,0.00049,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1481,5,9/2/2021,16:00:00,75,0.018,0.0075,0.00724,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1482,5,9/2/2021,17:00:00,76,0.01,0.0085,0.00163,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1483,5,9/2/2021,18:00:00,73,0.044,0.0001,0.00559,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1484,5,9/2/2021,19:00:00,67,0.059,0.0004,0.00131,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1485,5,9/2/2021,20:00:00,50,0.036,0.0028,0.00201,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1486,5,9/2/2021,21:00:00,58,0.03,0.0039,0.00877,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1487,5,9/2/2021,22:00:00,58,0.024,0.0022,0.00156,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1488,5,9/2/2021,23:00:00,89,0.009,0.0035,0.00449,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1489,5,9/3/2021,0:00:00,63,0.062,0.0014,0.00729,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1490,5,9/3/2021,1:00:00,77,0.049,0.0052,0.00093,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1491,5,9/3/2021,2:00:00,59,0.043,0.0037,0.00046,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1492,5,9/3/2021,3:00:00,69,0.052,0.0051,0.00256,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1493,5,9/3/2021,4:00:00,64,0.066,0.0021,0.00007,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1494,5,9/3/2021,5:00:00,90,0.028,0.0054,0.00419,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1495,5,9/3/2021,6:00:00,84,0.043,0.0025,0.00476,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1496,5,9/3/2021,7:00:00,85,0.05,0.0027,0.00535,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1497,5,9/3/2021,8:00:00,83,0.048,0.0046,0.00174,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1498,5,9/3/2021,9:00:00,88,0.04,0.0089,0.00451,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1499,5,9/3/2021,10:00:00,54,0.062,0.0055,0.00256,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1500,5,9/3/2021,11:00:00,50,0.069,0.0003,0.00586,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1501,5,9/3/2021,12:00:00,77,0.016,0.0064,0.00508,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1502,5,9/3/2021,13:00:00,86,0.036,0.0005,0.00076,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1503,5,9/3/2021,14:00:00,70,0.067,0.0043,0.00153,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1504,5,9/3/2021,15:00:00,88,0.05,0.0012,0.00319,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1505,5,9/3/2021,16:00:00,84,0.012,0.0061,0.00129,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1506,5,9/3/2021,17:00:00,56,0.013,0.0048,0.00855,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1507,5,9/3/2021,18:00:00,70,0.059,0.0016,0.0075,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1508,5,9/3/2021,19:00:00,59,0.031,0.0002,0.00144,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1509,5,9/3/2021,20:00:00,75,0.043,0.0051,0.00451,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1510,5,9/3/2021,21:00:00,51,0.021,0.0052,0.00613,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1511,5,9/3/2021,22:00:00,87,0.023,0.0079,0.00595,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1512,5,9/3/2021,23:00:00,55,0.052,0.0014,0.00813,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1513,5,9/4/2021,0:00:00,67,0.046,0.0006,0.00693,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1514,5,9/4/2021,1:00:00,90,0.027,0.0055,0.00026,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1515,5,9/4/2021,2:00:00,64,0.061,0.0072,0.00253,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1516,5,9/4/2021,3:00:00,78,0.056,0.0023,0.00552,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1517,5,9/4/2021,4:00:00,61,0.044,0.0018,0.00049,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1518,5,9/4/2021,5:00:00,72,0.032,0.0026,0.00413,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1519,5,9/4/2021,6:00:00,73,0.042,0.0089,0.00755,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1520,5,9/4/2021,7:00:00,69,0.018,0.0044,0.00593,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1521,5,9/4/2021,8:00:00,86,0.053,0.008,0.00697,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1522,5,9/4/2021,9:00:00,70,0.01,0.0021,0.00133,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1523,5,9/4/2021,10:00:00,75,0.059,0.0045,0.00043,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1524,5,9/4/2021,11:00:00,65,0.075,0.0089,0.00405,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1525,5,9/4/2021,12:00:00,54,0.042,0.0044,0.00475,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1526,5,9/4/2021,13:00:00,88,0.072,0.0053,0.00406,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1527,5,9/4/2021,14:00:00,87,0.011,0.001,0.00286,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1528,5,9/4/2021,15:00:00,81,0.022,0.0084,0.00615,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1529,5,9/4/2021,16:00:00,58,0.052,0.0023,0.00101,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1530,5,9/4/2021,17:00:00,51,0.005,0.0079,0.00891,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1531,5,9/4/2021,18:00:00,70,0.051,0.0078,0.00204,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1532,5,9/4/2021,19:00:00,73,0.045,0.0024,0.00297,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1533,5,9/4/2021,20:00:00,53,0.027,0.0078,0.00877,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1534,5,9/4/2021,21:00:00,73,0.055,0.0082,0.0056,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1535,5,9/4/2021,22:00:00,84,0.063,0.0048,0.00494,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1536,5,9/4/2021,23:00:00,86,0.02,0.0083,0.00306,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1537,5,9/5/2021,0:00:00,59,0.001,0.0018,0.00366,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1538,5,9/5/2021,1:00:00,55,0.028,0.0014,0.00878,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1539,5,9/5/2021,2:00:00,53,0.06,0.0085,0.00836,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1540,5,9/5/2021,3:00:00,81,0.004,0.0042,0.00815,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1541,5,9/5/2021,4:00:00,57,0.029,0.0039,0.00626,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1542,5,9/5/2021,5:00:00,52,0.069,0.0006,0.00698,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1543,5,9/5/2021,6:00:00,50,0.035,0.0017,0.00786,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1544,5,9/5/2021,7:00:00,58,0.069,0.0043,0.00708,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1545,5,9/5/2021,8:00:00,81,0.04,0.0001,0.00057,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1546,5,9/5/2021,9:00:00,72,0.041,0.0007,0.00628,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1547,5,9/5/2021,10:00:00,70,0.054,0.0006,0.00528,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1548,5,9/5/2021,11:00:00,57,0.036,0.0054,0.00206,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1549,5,9/5/2021,12:00:00,65,0.062,0.0005,0.00178,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1550,5,9/5/2021,13:00:00,83,0.071,0.0028,0.00134,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1551,5,9/5/2021,14:00:00,90,0.012,0.0065,0.00415,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1552,5,9/5/2021,15:00:00,64,0.021,0.0014,0.0063,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1553,5,9/5/2021,16:00:00,56,0.025,0.0049,0.00271,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1554,5,9/5/2021,17:00:00,80,0.008,0.0066,0.00838,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1555,5,9/5/2021,18:00:00,53,0.065,0.0032,0.00423,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1556,5,9/5/2021,19:00:00,61,0.02,0.0025,0.00852,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1557,5,9/5/2021,20:00:00,86,0.067,0.0057,0.00521,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1558,5,9/5/2021,21:00:00,67,0.004,0.0049,0.00491,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1559,5,9/5/2021,22:00:00,65,0.033,0.0005,0.00379,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1560,5,9/5/2021,23:00:00,54,0.005,0.0023,0.00295,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1561,5,9/6/2021,0:00:00,73,0.016,0.006,0.0055,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1562,5,9/6/2021,1:00:00,64,0.03,0.0081,0.00306,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1563,5,9/6/2021,2:00:00,74,0.035,0.0005,0.00434,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1564,5,9/6/2021,3:00:00,56,0.07,0.0042,0.00264,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1565,5,9/6/2021,4:00:00,82,0.061,0.0025,0.00394,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1566,5,9/6/2021,5:00:00,89,0.023,0.0053,0.00077,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1567,5,9/6/2021,6:00:00,86,0.04,0.0057,0.00721,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1568,5,9/6/2021,7:00:00,72,0.042,0.0028,0.00823,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1569,5,9/6/2021,8:00:00,75,0.021,0.0016,0.0083,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1570,5,9/6/2021,9:00:00,65,0.069,0.0086,0.00251,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1571,5,9/6/2021,10:00:00,90,0.056,0.0083,0.00576,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1572,5,9/6/2021,11:00:00,75,0.066,0.0005,0.00709,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1573,5,9/6/2021,12:00:00,78,0.003,0.0031,0.00364,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1574,5,9/6/2021,13:00:00,62,0.006,0.0065,0.00094,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1575,5,9/6/2021,14:00:00,59,0.051,0.0023,0.00496,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1576,5,9/6/2021,15:00:00,86,0.033,0.0014,0.00128,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1577,5,9/6/2021,16:00:00,77,0.008,0.0025,0.00391,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1578,5,9/6/2021,17:00:00,84,0.027,0.0079,0.00716,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1579,5,9/6/2021,18:00:00,61,0.05,0.0013,0.00725,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1580,5,9/6/2021,19:00:00,59,0.07,0.0008,0.00102,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1581,5,9/6/2021,20:00:00,83,0.061,0.0082,0.00493,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1582,5,9/6/2021,21:00:00,53,0.075,0.0005,0.00714,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1583,5,9/6/2021,22:00:00,57,0.05,0.0087,0.00674,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1584,5,9/6/2021,23:00:00,84,0.025,0.0058,0.00592,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1585,5,9/7/2021,0:00:00,79,0.022,0.0047,0.00369,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1586,5,9/7/2021,1:00:00,80,0.046,0.0089,0.00222,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1587,5,9/7/2021,2:00:00,85,0.036,0.0044,0.00246,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1588,5,9/7/2021,3:00:00,79,0.003,0.0057,0.00772,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1589,5,9/7/2021,4:00:00,55,0.031,0.0019,0.0047,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1590,5,9/7/2021,5:00:00,80,0.025,0.0028,0.00843,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1591,5,9/7/2021,6:00:00,66,0.024,0.0055,0.00535,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1592,5,9/7/2021,7:00:00,63,0.063,0.0054,0.00402,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1593,5,9/7/2021,8:00:00,79,0.015,0.0083,0.0041,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1594,5,9/7/2021,9:00:00,90,0.068,0.0031,0.00673,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1595,5,9/7/2021,10:00:00,59,0.008,0.0065,0.00581,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1596,5,9/7/2021,11:00:00,89,0.063,0.0064,0.00196,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1597,5,9/7/2021,12:00:00,74,0.075,0.0045,0.00667,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1598,5,9/7/2021,13:00:00,75,0.027,0.0086,0.0073,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1599,5,9/7/2021,14:00:00,69,0.045,0.0041,0.00107,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1600,5,9/7/2021,15:00:00,54,0.072,0.0033,0.00557,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1601,5,9/7/2021,16:00:00,56,0.031,0.0037,0.00496,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1602,5,9/7/2021,17:00:00,78,0.002,0.0072,0.00863,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1603,5,9/7/2021,18:00:00,70,0.03,0.0088,0.0017,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1604,5,9/7/2021,19:00:00,63,0.011,0.0046,0.00242,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1605,5,9/7/2021,20:00:00,58,0.011,0.0032,0.00565,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1606,5,9/7/2021,21:00:00,59,0.048,0.0076,0.00841,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1607,5,9/7/2021,22:00:00,84,0.019,0.0079,0.00425,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1608,5,9/7/2021,23:00:00,71,0.055,0.0085,0.00078,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1609,5,9/8/2021,0:00:00,64,0.034,0.0025,0.00524,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1610,5,9/8/2021,1:00:00,62,0.009,0.0035,0.00554,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1611,5,9/8/2021,2:00:00,80,0.008,0.0035,0.00089,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1612,5,9/8/2021,3:00:00,71,0.055,0.0044,0.00674,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1613,5,9/8/2021,4:00:00,90,0.071,0.009,0.00041,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1614,5,9/8/2021,5:00:00,81,0.006,0.002,0.00512,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1615,5,9/8/2021,6:00:00,70,0.013,0.0044,0.00215,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1616,5,9/8/2021,7:00:00,85,0.046,0.0009,0.00096,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1617,5,9/8/2021,8:00:00,85,0.025,0.0031,0.00278,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1618,5,9/8/2021,9:00:00,69,0.036,0.0031,0.00164,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1619,5,9/8/2021,10:00:00,77,0.045,0.0023,0.00897,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
1620,5,9/8/2021,11:00:00,62,0.016,0.0029,0.00467,47.20652,-93.52979,Judy Garland Museum,JGM_1_9815
